ts	p	f	e	r	c	l	ec	ep	infap	infaf	infbp	infbf	noInf	app	apf	ppp	ppf	psp	psf	ssp	ssf	tppp	tppf	prp	prf	pprtp	pprtf	shortIntrans	noOo	sepOo	separationAtP	separationAtF	diacExcept	a
1713092668819	محسوسېدل	mahsoosedúl	to be felt, perceived		v. stat. comp. intrans.	1713092640406	be	felt																										2
1713092712924	محسوس کول	mahsóos kawúl	to feel, perceive		v. dyn. comp. trans.	1713092640406																												3
1713092778188	زنانه	zanáana	feminine, female, womens'		adj.																													1
1713092869865	زنانه	zanaaná	woman, women																															3
1713093869626	نازونه	naazawúna	care		n. f.																													2
1713118255912	تبجن	tubján, tubjín	feverish		adj.																													3
1713118473825	کهاني	kahaanée	story, tale, legend		n. f.																													3
1713118544078	خونخوار	khoonkhwáar	bloodthirsty, murderous, fierce		adj.																													3
1713118791460	جنګجو	jangjóo, jangjó	fighter, warrior																															3
1713118842988	فایل	faayl	file		n. m.																													3
1713118861137	لاین	laayn	line		n. m.																													3
1713118932672	سوان	sUwáan	file (tool)		n. m.																													3
1713119040912	د فایلونو المارۍ	du faayloono almaarúy	filing cabinet		n. f.																													3
1713119097257	فلټر	filTúr	filter		n. m.																													3
1713119156943	سخاوالی	skhaawáalay	filth, decay, putridness		n. m.																													3
1713119267958	سخاتوب	skhaatób	filth, decay, putridness		n. m.																													2
1713119351620	فاینل	faaynúl	final		n. m.																													3
1713119524426	بالڼ	baaláN	kindling, firewood		n. m.																													2
1713119578361	وړومبی	wRoombáy	first, initial		n. m.																													3
1713119611213	وړومبی ځل	wRoombáy dzal	for the first time		adv.																													3
1713119842579	په اول ځل	pu awúl dzal, pu awwúl dzal	for the first time		adv.																													3
1713119739028	ماهیګیر	maaheegéer	fisher, fisherman		n. m. anim. unisex																													3
1713119742596	ماهیګیري	maaheegéeree, maaheegeerée	fishing		n. f.																													2
1713119796922	په ټینګه	pu Téenga	firmly, insistently		adv.																													3
1713119821434	ماهي	maahée	fish		n. f.																													3
1713120008886	اخیري	akheerée	final, last, ultimate		adj.																													3
1713120054876	په اخیر کې	pu akhéer ke	finally, at last		adv.																													3
1713120221886	جک	jak	intensifying adjective for جوړ																															2
1713120615707	د ګوتې سر	du gwUte sar, du goote sar	fingertip		n. m.																													3
1713120368095	اور لګېدل	ór lugedúl	to catch fire																															3
1713120387329	اور اخیستل	or akheestúl	to catch fire		v. dyn. comp. trans.	1527813827	catch, catches, catching, caught	fire																										3
1713121021823	اتش بازي	atush baazée	fireworks		n. f.																													3
1713257636084	مچي مار	machee máar	fisher, fisherman		n. m. anim. unisex																													3
1713253839521	جوګه والی	joga wáalay	suitability, fitness, ability, capacity		n. m.																													3
1713253894047	اور اخیستونکی	or akheestóonkay	flammable		adj.																													3
1713253932412	ټارچ	Taarch	flashlight, torch		n. m.																													3
1713253964650	هموار	hamwáar	flat (shape)		adj.																													3
1713254562880	ذایقه	zaayqá	tase, flavor, flavour, tastiness, delicousness		n. f.																													3
1713254603150	ذایقه دار	zaayqa dáar	tasty, delicious, flavorful, flavourful		adj.																													3
1713254778975	مورګه	mórga	edge, brim, border		n. f.																													
1713254941067	کلایي	kalaayée	tin		adj.																													3
1713256900489	ورګه	wúrga, wrúga, wurgá	flea		n. f. anim.																													3
1713256935677	هوایي سفر	hawaayee safár	flight (travel)		n. m.																													3
1713256958501	فلایټ	flaayT	flight (travel)		n. m.																													3
1713257119232	د ګلونو باغ	du gUloono báagh	flower garden		n. m.																													3
1713257146302	نزله	nuzlá	flu, influenze		n. f.																													3
1713257285725	بور	bor	brown, auburn		n. m.																													3
1713257298198	بور	boor	fur																															
1713257340258	په هوا کېدل	pu hawaa kedúl	to fly, be become airborne																															3
1713257361406	فوم	fom	foam (mattress)		n. m.																													3
1713257384328	فوکس	fokús	focus		n. m.																													3
1713257446358	کت	kut	fold		n. m.																													3
1713257472335	کت کول	kut kawúl	to fold		v. stat. comp. trans.	1713257446358	fold																											2
1713257483140	کت کېدل	kut kedúl	to be folded		v. stat. comp. intrans.	1713257446358	be	folded																										2
1713257518278	انغښتل	anghuxtúl	see نغښتل																															3
1713257947527	ګل کېدل	gUl kedúl	to flower, blossom, bloom																															3
1713257950845	ګل سپړل	gUl spaRúl	to flower, blossom, bloom																															3
1713258133376	بهېدونکی	bahedóonkay	running (as with water), flowing		adj.																													3
1713258181488	رنګ سور کېدل	rang soor kedúl	to flush (with colour), to blush																															3
1713258219372	اوبه تېرول	oobu terawúl	to clean with water																															3
1713258688014	ورپسې تلل	warpase tlúl	to follow, go after																															3
1713258716507	پیروکار	peerokáar	follower, devotee		n. m. anim. unisex																													3
1713258958306	همېشه دپاره	hameshá dupaara	forever, eternally		adv.																													3
1713259572896	کم عقل	kam aqúl	stupid, dumb, foolish, idiot		adj. / n. m. anim. unisex																													3
1713259658682	کم عقلي 	kam aqulée, kam aqlée	foolishness, stupidity, idiocy, folly		n. f.																													3
1713259753560	بې عقله	be áqula, be áqla	irrational, indiscreet, foolish, stupid		adj.																													3
1713259815452	کم عقلتیا	kam aqultyáa	foolishness, stupidity, idiocy, folly		n. f.																													2
1713259851181	ښپه	xpa	foot (پښه)		n. f.																													3
1713259902767	د پښو نښه	du pxo núxa	footprint		n. f.																													3
1713259936028	د پښو چاپ	du pxo chaap	footprint		n. m.																													3
1713259993568	بهر ملکی	bahar mÚlkay	foreigner		n. m. anim. unisex																													1
1713260023087	بهر ملکي	bahar mÚlkee, bahar mUlkée	foreign		adj.																													2
1713260093780	د سنت غوښه	du sUnnát ghwáxa, du sUnát ghwáxa	foreskin		n. f.																													3
1713260180836	لوارخانه	lUwaarkhaaná	blacksmith's shop		n. f.																													3
1713260220091	هېروونکی	herawóonkay	forgetful		adj.																													3
1713260343585	رواجي	rawaajée, riwaajée	traditional, cultural, customary		adj.																													3
1713260375205	تېر شوی	ter shúway	past (past participle of تېرېدل)																															3
1713260418236	فارموله	faarmoolá	formula		n. f.																													3
1713346770758	د ... په ځای	du ... pu dzáay	instead of, in place of		adv. sand.																													3
1713880401350	په ځای	pu dzáay	instead, in place of		adv.																													3
1713347394051	رسم و رواج	rásum-U-riwáaj, rásam riwáaj	tradition, culture, customs																															3
1713347491049	خوش قسمته	khosh qismáta	fortunate, lucky		adj.																													3
1713347513651	نېکبخته	nekbákhta	fortunate, lucky, successful		adj.																													3
1713347607221	ښه نصیبه	xu naséeba	fortunate, lucky																															3
1713347649856	دوه شلې	dwa shúle	forty (in old base 20 counting system)																															3
1713348071681	مفت	mUft	free, without cost		adj.																													3
1713348102166	ازادانه	azaadaaná	freely		adv.																													3
1713348130163	یخدان	yakhdáan	freezer		n. m.																													3
1713348164781	فریج	freej	refridgerator		n. m.																													3
1713348378410	پوره والی	poora wáalay	fullness, completeness		n. m.																													3
1713348405759	خشاک	khasháak	firewood																															3
1713348584292	فروټ	frooT	fruit		n. m.																													3
1713348669094	واوره شوی	waawra shúway	frozen (past participle of واوره کېدل)																															1
1713348818390	فرېم	frem	frame (picture)		n. m.																													3
1713348845573	په خلاصه	pu khláasa, pu khuláasa, pu khUlaasá	freely, openly		adv.																													3
1713349035646	په خلاص مټ	pu khláas muT, pu khuláas muT	freely, openly		adv.																													3
1713348930417	واوره کوونکی	waawra kawóonkay	freezing		adj.																													3
1713348958967	اکثریت سره	aksariyát sara	frequently, most often, mostly		adv.																													3
1713349446722	پیکی	peekáy	fringe (hair), bangs		n. m.																													3
1713349479802	څټوکی	tsuTóokay	fringe (hair), bangs		n. m.																													3
1713349503791	پیچکه	peechúka, paychúka	fringe (hair), bangs		n. m.																													3
1713349561398	ځونډی	dzoonDáy	fringe (cloth)		n. m.																													3
1713349589270	چیندخ	cheendúkh	frog		n. m.																													3
1713349621929	واوره شوې پرخه	waawra shuwe párkha	frost																															1
1713349659155	چونای	choonáay	chalk		n. m.																													3
1713349669934	چونا	choonáa	chalk		n. f.																													2
1713349709557	کوت تندی	kwUt tandáy	frown, wrinkled brow		n. m. / adv.																													3
1713349917725	بوټ تندی	booT tandáy	frown, wrinkled brow		n. m. / adv.																													2
1713349746501	د اور لرګي	du or largée	firewood (pl.)		n. m. pl.																													1
1732257026091	د اور لرګی	du or largáy	firewood		n. m.																													2
1713350012241	ټوټې کول	ToTe kawúl	to smash, dash, break up (in pieces)																															2
1713350015622	ټوټې کېدل	ToTe kedúl	to be smashed, dashed, broken up (in pieces)																															3
1713350296311	مالیتوب	maaleetób	gardening, groundskeeping		n. m.																													3
1713350350770	فنډ	fanD, funD	fund		n. m.																													3
1713363033723	مکمله وقفه	mUkamála waqfá	full stop, period		n. f.																													3
1713363039495	فول سټاپ	fol sTáap	full stop, period		n. m.																													3
1713363113302	کفن دفن	kafún dafún	funeral																															3
1713363185903	قیف	qayf	funnel		n. m.																													3
1713363222101	غوسه ناک	ghwUsa náak	furious, angry, rageful, wrathful		adj.																													3
1713363270295	قهرجن	qahurjún	furious, angry, rageful, wrathful		adj.																													3
1713363292077	فرنیچر	furneechúr	furniture																															3
1713363327076	فیوز	fyooz	fuze		n. m.																													3
1713363360255	جبرایل	jibraa`éel	Gabriel																															3
1713367879150	چڼاسه	chaNáasa	mold, mould (fungus)		n. f.																													2
1713368008352	چڼیاسه	chaNyáasa	mold, mould (fungus)		n. f.																													2
1713437447489	ګیلن	geelán, gaylán	gallon		n. m.																													3
1713437492125	زلزول	zalzóol	gale		n. m.																													3
1713437672030	ګینګ	gayng	gang		n. m.																													3
1713437694395	بدماش	budmáash	gangster, bully, mobster, thug		n. m. anim. unisex																													3
1713437697731	بدمعاش	budmáash	gangster, bully, mobster, thug		n. m. anim. unisex																													2
1713505244779	بدماشي	budmaashée	thuggery, bullying		n. f.																													2
1713505250178	بدمعاشي	budmaashée	thuggery, bullying		n. f.																													2
1713437739164	جیل	jayl	jail		n. m.																													3
1713437757358	قیدخانه	qaydkhaaná	jail		n. m.																													3
1713438181890	ګیراج	geeráaj	garage (auto repair)		n. m.																													3
1713438206701	ګراج	giráaj	garage (auto repair)		n. m.																													
1713438246754	مالیاري	maalyaarée, maaliyaarée	gardening, groundskeeping		n. f.																													3
1713438300132	غړغړه	ghaRghaRá	gargle, gargling		n. f.																													2
1713438331627	غړغړې کول	ghaRghaRé kawúl	to gargle		v. dyn. comp. trans.	1713438300132	gargle																											3
1732257319324	غړغړه کول	ghaRghaRá kawúl	to gargle		v. dyn. comp. trans.	1713438300132	gargle																											2
1713438397438	امیل	amáyl	garland		n. m.																													3
1713438452541	پیټرول	payTról	gas, petrol																															3
1713438490922	پیټرول پمپ	payTrol púmp	gas station, petrol pump		n. m.																													3
1713438535989	د تېلو پمپ	du telo púmp	gas station, petrol pump		n. m.																													3
1713438706404	کپړې	kapRé	clothes, cloth (plural form of کپړه)		n. f.																													3
1713438755061	ګیس	gays	gas, petrol																															3
1713438790082	ګیس سټېشن	gays sTeshún	gas station, petrol pump		n. m.																													3
1713438814144	سروس سټېشن	sarwís sTeshún	gas station, petrol pump, service station		n. m.																													3
1713438863848	ګیټ	gayT	gate		n. m.																													3
1713439028680	د خندا خبره	du khandáa khabúra	(something) funny, (something) laughable		n. f.																													3
1713439216725	راتلونکی وخت	raatlóonkay wakht	future, future time, future tense																															3
1713617015354	کونی	koonay	tick (insect)		n. m.																													
1713617092560	عام طور	aam tawr, aam tor, aam taur	usually, normally		adv.																													3
1713617167808	شریف سړی	sharéef saRáy	gentleman, honorable man		n. m.																													3
1713617287409	په حقیقت کې	pu haqeeqát ke	truthfully, in truth, actually, truly		adv.																													3
1713617316829	په رښتیا	pu rixtyáa	truthfully, in truth, actually, truly		adv.																													1
1713617337438	اصل کې	ásul ke	actually, basically, really, in truth		adv.																													3
1713617383218	جیومټري	jiyomaTrée	geometry		n. f.																													3
1713619033957	په غور	pu ghor, pu ghaur, pu gháwur	intently, intensely		adv.																													2
1713619117898	جیرنیټر	jayrnayTúr	generator		n. m.																													3
1713619171779	په ... سره	pu ... sara	with ____ (in an adverbial sense), -ly adverb suffix (ex. صداقت - honesty, په صداقت سره - honestly)		sand.																													2
1713619365746	جراثیم	jaraaséem	germes, microbes		n. m. pl.																													3
1713619459894	جرمن	jarmán	German		adj.																													3
1713619475299	جرمنی	jarmanáy	German		n. m. anim. unisex																													3
1713619528264	السیشن	alsayshán, alisayshán	Alsation, German shepherd dog		n. m. anim.																													3
1713619586282	خوفناک	khofnáak, khaufnáak	frightening, terrifying, ghastly		adj.																													3
1713619631080	خوف	khof, khauf	fear, terror, fright		n. m.																													2
1713620468951	نېغ نېغ	negh negh	directly, intently, intensely		adv.																													3
1732257701025	نیغ نیغ	neegh neegh	directly, intently, intensely (نېغ نېغ)		adv.																													2
1714028201568	نېغ نېغ کېدل	negh negh kedúl	to be nosy, to interfere																															3
1713619882370	نېغ نېغ کتل	negh negh katúl	to stare, look directly at, glare																															3
1713619972182	خیره کن	khayra kÚn	glaring		adj.																													3
1713620014519	چشمې	chashmé	glasses (eye) (plural of چشمه)		n. f. pl.																													3
1713620112443	ګلوب	glob	globe		n. m.																													3
1713620131304	چمکدار	chamakdáar	shiny, glistening, glossy		adj.																													3
1713620164540	شریش	shuréesh, shuráysh	glue																															3
1713620209365	سليښ	suléex, suláyx	glue																															3
1713620280441	ګېډه ور	geDa wár	gluttonous, pot-bellied		adj.																													2
1713620781175	ګرامر	graamár	grammar		n. m.																													3
1713620893083	سنجیده	sanjeedá	serious, grave, solemn (Urdu)		adj.																													3
1713621013488	شوروا	shorwáa	soup, broth		n. f.																													3
1713621049582	ګریس	grees	grease																															3
1713621210602	کرپ	krup	crunch, crackle		n. m.																													2
1713621233922	کرپول	krupawúl	to crunch, crackle		v. stat. comp. trans.	1713621210602	crunch																											3
1713621262237	کرپېدل	krupedúl	to crunch, crackle		v. stat. comp. intrans.	1713621210602	crunch																											2
1713621364852	چیلی	cheeláy	young goat		n. m. anim.																													3
1713621434526	کوزه	kóoza, koozá	below, downwards		adv.																													2
1713621498416	انشاالله	insha'alláh	Lord willing, if God wills																														TRUE	3
1713621525053	سونا	sonáa	gold		n. f.																													3
1713621534969	دننه تلل	dunúna tlúl	to go inside, enter																															3
1713621600523	په مخه دې ښه	pu múkha de xá	goodbye, farewell																															3
1713621633334	د خدای په امان	du khUdáay pu amáan	goodbye, farewell																															3
1713621672064	شکرګزار	shUkurgUzáar	thankful, appreciative, grateful		adj.																													3
1713621951901	ورو ورو	wroo wroo	slowly		adv.																													3
1713622167040	جنګله	jangalá, jangála	grating, lattice window, truck covering		n. f.																													3
1713622190094	څنګله	tsangalá, tsangála	grating, lattice window, truck covering		n. f.																													2
1713622469916	خیرخواهي	khayrkhwaahée	goodwill, well-wishing		n. f.																													3
1713622526461	ګوریلا	goreeláa	gorilla		n. f. anim.																													3
1713622721335	چک	chak	checking		n. m.																													2
1713622734958	چک کول	chak kawúl	to check		v. stat. comp. trans.	1713622721335	check																											3
1713622738241	چک کېدل	chak kedúl	to be checked		v. stat. comp. intrans.	1713622721335	be	checked																										2
1713622968524	د ځمکې راښکنه	du dzmúke raaxkúna	gravity, gravitational pull		n. f.																													3
1713623041774	احسانمند	ahsaanmánd, ihsaanmánd	grateful, appreciative		adj.																													3
1713623126801	کشش ثقل	kashish-e-sÚqul	gravity, gravitational pull		n. m.																													1
1713623156539	د ځمکې کشش	du dzmúke kashísh	gravity, gravitational pull		n. m.																													3
1713623521738	قبر	qábur	grave, tomb		n. m.																													3
1713624128112	انځورلیک	andzoorléek	diagram, graph		n. m.																													2
1713638652208	جرګه ګۍ	jirga gúy	committee, commission		n. f.																													2
1713681676400	ټروما	Tromáa	trauma		n. f.																													2
1713695085673	حریصي	hareesée	greedy, envious		adj.																													3
1713695213642	ګرنیټ	gurnáyT	grenade		n. m.																													3
1713695239083	سلایټي	sulaayTée	grey		adj.																													3
1713695366024	خیري	kheeree, khayrée	grime		n. f.																													3
1713695444470	اوړه کول	ooRu kawúl	to grind (like flour), to grind to a powder		v. stat. comp. trans.	1527814484	grind, grinds, grinding, ground																											3
1713695446645	اوړه کېدل	ooRu kedúl	to be ground (like flour), to be ground to a powder		v. stat. comp. intrans.	1527814484	be	ground																										2
1713695830558	وای وای	waay waay, way way	ah! (exlamation) oh dear! groan		interj.																													3
1713695991253	زبېرګی	zbergáy, zubérgay	groan		n. m.																													2
1713695958208	زګېروي کول	zgerwée kawúl	to groan		v. dyn. comp. trans.	1527818492	groan																											3
1732259467503	زګېروی کول	zgerwáy kawúl	to groan		v. dyn. comp. trans.	1527818492	groan																											2
1713695995819	زبېرګي کول	zbergée kawúl, zubérgee kawúl	to groan		v. dyn. comp. trans.	1713695991253	groan																											3
1713696031998	سبزي والا	sabzee waalaa	vegtebale seller		n. m. anim. unisex																													1
1713696119955	غمانی	ghmaanáy	groin		n. m.																													
1713696145439	غور غور	ghoor ghoor, ghor ghor	growling		n. m.																													2
1713696161760	غور غور کول	ghoor ghóor kawúl, ghor ghor kawúl	to growl		v. dyn. comp. trans.	1713696145439	growl																											3
1713696203393	تېز خویه	tez khóoya	grumpy, irritable		adj.																													3
1713696250131	ګرنټي	garunTée	gaurentee		n. f.																													3
1713696387207	بېټک	beTák	guest room, sitting room		n. m.																													3
1713696436029	لارښود	laarxód	guide, leader		n. m. / n. m. anim. unisex																													3
1713696663759	چریز ټوپک	charéez Topák	shotgun		n. m.																													3
1713696706339	جېم	jem	gym		n. m.																													3
1713696753552	رګ شلېدل	rag shledúl	haemorrhage																															1
1713697203030	د وېښتو جوړښت	du wextó joRúxt	hairstyle		n. m.																													3
1713697263206	هال	haal	hall		n. m.																													3
1713697299738	ودرېدل	wudredúl	see درېدل																															3
1713697512919	هینګر	hayngúr	hanger		n. m.																													3
1713697543312	په خوشحالۍ	pu khosh`haalúy, pu khoshaalúy	happily, gladly		adv.																													3
1713697594247	سختیا	sakhtyáa	hardness, difficulty		n. f.																													3
1713697651849	رودل	rodúl	to harvest		v. trans.		harvest																											3
1713697815684	دسته	dastá	handle		n. f.																													3
1713697863563	د لاس سامان	du laas saamáan	hand luggage		n. m. pl.																													3
1713697891953	لاس میلاوول	láas meelaawawúl	to shake hands																															3
1713697948982	پی مخی	pay múkhay	handsome		adj.																													3
1713698011765	اوېزان	awezáan	hanging, suspended		adj.																													2
1713698016066	اوېزاند	awezáand	hanging, suspended		adj.																													2
1713698040842	اوېزانول	awezaanawúl	to hang, suspend		v. stat. comp. trans.	1713698016066	hang,hangs,hanging,hung																											3
1713698050519	اوېزانېدل	awezaanedúl	to hang, to be hung, suspended		v. stat. comp. intrans.	1713698016066	hang,hangs,hanging,hung																											2
1713698435317	مونګځ	moongúdz	comb		n. f.																													2
1713698462509	بیوټي پارلر	byóoTee páarlur, byooTee paalár	beauty parlol, beauty salon		n. m.																													3
1713698565546	نیمه ګنټه	néema ginTá	half hour																															3
1713698624669	نیمه لاره	néema láara	half way																															3
1713698691866	بندرګاه	bandurgáah	harbour, harbor		n. f.																													3
1713698745750	واګی	wáagay	bit (horse)		n. m.																													3
1713698903796	هګۍ نه وتل	hagúy na watúl	to hatch																															3
1713698984749	ځان ته کول	dzaan ta kawúl	to gain for onesef, haul																															3
1713699134807	پېریانی	periyaanáy	haunted, possesed, sinister		adj. / n. m. anim. unisex																													1
1713699366680	مسخ	maskh	disfigured, deformed		adj.																													2
1713699380027	مسخ کول	maskh kawúl	to disfigure, deform		v. stat. comp. trans.	1713699366680	disfigure																											2
1713699383086	مسخ کېدل	maskh kedúl	to be disfigured, deformed		v. stat. comp. intrans.	1713699366680	be	disfigured																										2
1713699506130	تمسخر	tamaskhÚr	mockery, taunt, banter		n. m.																													2
1713724745996	پېزار	pezáar	footware, sandal, slipper		n. m.																													3
1713725045174	بې نیاز	be niyáaz	not in need		adj.																													2
1713792262299	واقعیت	waaqiyát	truthfulness, factuality, used as an adveb in the sense of "truly"		n. m. / adv.																													2
1713792333302	واقع	waaqí'	fact, happening		n. f.																													2
1713792337395	واقع کېدل	waaqi' kedúl	to happen, appear		v. stat. comp. intrans.	1713792333302	happen																											2
1713792747263	وچ واښه	wuch waaxú, ooch waaxú	hay (for inflections see واښه)																															3
1713792941543	د سر درد	du sar dárd	headache		n. m.																													3
1713793145329	هېډفون	heDfóon	heaphone, headphones		n. m.																													3
1713793156074	هېډکوارټر	heDkwaarTár	headquarters		n. m.																													3
1713793335022	صحتمند	sihhatmánd	healthy, healed		adj.																													3
1713793397046	د اورېدلو مشین	du awredulo mashéen	hearing aid		n. m.																													3
1713793439776	د زړه دوره	du zRu dawrá	heart attack		n. f.																													3
1713793454724	هرټ اټک	harT aTák	heart attack		n. m.																													2
1713793478622	د زړه اواز	du zRu awáaz	heartbeat		n. m.																													3
1713793506401	د زړه درزا	du zRu drazáa	heartbeat		n. f.																													3
1713793532702	د زړه سوځېدل	du zRu swadzedúl	heartburn		n. m. pl.																													3
1713793575762	د زړه بیماري	du zRu beemaarée	heart disease		n. f.																													3
1713793654872	په کثرت سره	pu kusrát sara	increasingly, heavily		adv.																													3
1713793699233	وزن دار	wazun dáar	heavy		adj.																													3
1713793718746	عبراني	ibraanée	Hebrew		adj. / n. f.																													3
1713793766675	پورته والی	porta wáalay	height		n. m.																													3
1713793829636	هیلیکاپټر	hayleekáapTur, hayleekaapTúr	helicopter		n. m.																													3
1713793976189	یرقان	yarqáan	hepatitis		n. m.																													3
1713794005353	هیرو	heeró	hero		n. m. anim. unisex																													3
1713794053788	ګوشه نشین	gosha nishéen, gosh nashéen	hermit		n. m. anim. unisex																													3
1713794117007	هیروئین	hayro`éen	heroin																															3
1713794169177	زړه نا زړه	zRu naa zRu	hesitant, reluctant; hesitantly, reluctantly		adj. / adv.																													3
1713794208834	زړه نا زړه کېدل	zRu naa zRu kedúl	to hesitate, to be reluctant		v. stat. comp. intrans.	1713794169177	hesitate																											3
1713794313265	سلام علیکم	salaam aláykUm, salaam-U-a'láykUm	peace be upon you (Arabic greeting)																															3
1713794355850	هیلمیټ	haylmáyT	helmet		n. m.																													3
1713794385717	حفاظتي ټوپۍ	hifaazatee Topúy	helmet		n. f.																													3
1713794407949	مدد ورکوونکی	madad warkawóonkay	helpful, helper, assistant		adj. / n. m. anim. unisex																													1
1713794448525	فایده مند	faayda mánd	helpful, useful		adj.																													3
1713794487477	بې طاقته	be taaqáta	helpless, powerless		adj.																													3
1713794543935	زیړی	zeeRáy, zyeRáy, zéeRay	hepatitis, jaundice		n. m.																													3
1713801227953	اې	a`e	ah!		interj.																													3
1713801514050	پټ پټونی	puT paTóonay	hide-and-seek		n. m.																													3
1713801563867	بدرنګه	badránga	ugly, hideous, unsightly		adj.																													3
1713801582158	بد شکله	bad shákla, bad shákula, bad shíkla	ugly, hideous, unsightly		adj.																													3
1713801615835	بد صورته	bad sooráta	ugly, hideous, unsightly		adj.																													3
1713802017293	پېدل تلل	pedál tlúl	to go by foot, walk																															3
1713802058540	د غره لمن	du ghru lamún	mountainside, hillside, skirts of a mountain		n. f.																													3
1713802167385	د شړ شړ اواز	du shuR shuR awáaz	hiss, splash		n. m.																													3
1713802179575	شړ شړ	shuR shuR	hissing, hiss, splashing (of water)		n. m.																													2
1713802316087	قدیمي	qadeemée	ancient, historical		adj.																													3
1713802342831	ایډز	ayDz	AIDS (HIV)		n. m.																													3
1713802405571	هاکي	haakée	hockey		n. f.																													3
1713802529139	اواز کېناستل	awáaz kenaastúl	to go hoarse, to lose one's voice																															3
1713802791409	دیانتدار	diyaanatdáar	honest, pious, religious, trustworthy		adj.																													1
1713803861133	دیانتداري	diyaanatdaarée	honesty, piety, religiousity, trustworthiness		n. f.																													1
1713802828688	امانتدار	amaanatdáar	trustworthy, honest		adj.																													2
1713802852883	امانتداري	amaanatdaarée	trustworthiness, honesty		n. f.																													3
1713803017328	دروندوالی	droondwáalay	weight; honor, respectability		n. m.																													3
1713803234087	پر امید	pUr Uméed	hopeful		adj.																													3
1713803296364	هارمون	haarmóon	hormone		n. m.																													3
1713814060572	ډامبر	Daambár	tar (paving), asphalt		n. m.																													3
1713814138763	ډامبرول	Daambarawúl	to pave		v. stat. comp. trans.	1713814060572	pave																											2
1713814141667	ډامبرېدل	Daambaredúl	to be paved		v. stat. comp. intrans.	1713814060572	be	paved																										2
1713814281302	ډمبره	Dambára, Dambará	hornet; sumac, mountain ash		n. f.																													2
1713814335694	مېلمه دوست	melma dóst	hospitable		adj.																													3
1713814352476	مهمان نواز	mihmaan nawáaz	hospitable		adj.																													3
1713814374573	هاسټل	haasTúl	hostel, dormitory (university)		n. m.																													3
1713814395186	کوربنه	korbaná	hostess (female form of کوربه)		n. f. anim.																													3
1713814544190	ګینټه	geenTá	hour		n. f.																													2
1713815231978	ګنټه په ګنټه	ginTa pu ginTa	hourly		adv.																													3
1713814586437	ګینټه په ګینټه	geenTa pu geenTa	hourly		adv.																													2
1713814643071	کوکې وهل	kóoke wahúl	to scream, cry, howl		v. dyn. comp. trans.	1527816203	scream																											3
1713814686387	غیر قانوني	ghayr-e-qaanoonée, ghayr qaanoonée	illegal		adj.																													3
1713814733053	را غونډېدل	raa ghwunDedúl	to gather together, huddle (see غونډېدل)																															3
1713814763144	په څو	pu tso	how much																															2
1713814792189	غاړه وتل	gháaRa watúl	to hug, embrace																															3
1713814880334	عاجز طبعیت	aajiz tabiyát	humble		adj.																													3
1713815046841	نمي	namée	dampness, humidity		n. f.																													3
1713815487181	هارن	haarún	horn (car)		n. m.																													3
1713816111274	مزاحیه	mazaahiyá	humourus, funny		adj.																													3
1713816164953	خنداور	khandaawár	humourus, funny		adj.																													2
1713816186405	ټوکییز	Tokee`éez, Tokéez	humourus, funny		adj.																													2
1713816252552	مزاق	mazáaq	jest, mocking, joking, making fun, pleasantry		n. m.																													3
1713816299836	ټوکې ټکالې	Toke Takáale	joking around, humour, jokes		n. f. pl.																													3
1713816339597	قب	qUb, qub	hump		n. m.																													3
1713816615835	قولنج	qoolúnj, qwulúnj, qoolínj	intestinal colic		n. m.																													3
1713816653651	سلمه حصه	sulúma hissá, sulúma hisá	hundredth																															3
1713816783296	ایندرور	eendróor	sister-in-law (husband's sister) (see ندرور)		n. f. anim.																													3
1713816853640	حمد	hamd	hymn, song of praise		n. m.																													3
1713816919025	آیسکریم	aayskréem	ice cream																															3
1713816993666	مثالي	misaalée	paradigmatic, archetypal, allegorical, analogous		adj.																													1
1713817029137	نمونه یي	namoona yée	paradigmatic, archetypal		adj.																													2
1713850508483	هو بهو	hó bahóo, hó bahó	exactly		adv.																													3
1713850714294	ناراسته	naaráasta, naaraastá	lazy, idle		adj.																													3
1713850797157	بې خبري	be khabúree, be khabrée	ignorance		n. f.																													3
1713850887803	ناروغه	naarógha	sick, ill, unwell (ناروغ)		adj.																													3
1713866383273	ناجایزه	naajáa`eeza, naajáayiza, naajaayíza	inadmissable, unlawful, unfair, unjust		adj.																													3
1713850991417	انپړ	anpúR	illiterate (Urdu)		adj.																													3
1713851746514	کم پېښی	kam péxay	low-frequency		adj.																													2
1713851278254	کم موندی	kam móonday	rare, uncommon, scarce		adj.																													
1713851461548	صفا سوتره	safáa sootrá	immaculately clean, spic and span, perfectly clean		adj.																													3
1713851491634	صاف	saaf	clean		adj.																													2
1713851544469	نابالغه	naabaalígha	pre-pubescent, immature		adj.																													2
1713851760264	بې حده	be háda	extremely		adv.																													3
1713851786782	نه ختمېدونکی	nu khatmedóonkay	endless		adj.																													3
1713851977630	بې صبري	be sabrée	impatience		n. f.																													3
1713851998049	بې تاب	be taab	impatient; weak, powerless		adj.																													3
1713852054109	بې تابه	be táaba	impatient; weak, powerless		adj.																													2
1713853701972	نه حاصلېدونکی	nu haasiledóonkay	inachievable, inattainable		adj.																													3
1713853100664	بونس	bonús	bonus, incentive		n. m.																													1
1713853160740	آمدن	aamadán	income		n. m.																													3
1713865808769	درآمد	daraamád	import		n. m.																												TRUE	3
